"V1","V2","V3"
1.49409914016724,0,2
1.15002381801605,1,2
1.04806327819824,2,2
1.03332853317261,3,2
0.98848283290863,4,2
0.982324242591858,5,2
0.981351017951965,6,2
0.980250656604767,7,2
