"V1","V2","V3"
1.15002381801605,1,1
1.04806315898895,2,1
1.04565572738647,3,1
1.04208600521088,4,1
1.04208600521088,5,1
1.04208612442017,6,1
1.04008495807648,7,1
1.11684715747833,2,2
1.03332841396332,3,2
0.988482773303986,4,2
0.982324242591858,5,2
0.97918701171875,6,2
0.977832198143005,7,2
